Nome,Região,Período,Resultado,Distrito
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,CONSOLACAO DISTRITO,2020,1798517,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,CONSOLACAO DISTRITO,2018,2363071,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,CONSOLACAO DISTRITO,2019,2288885,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,CONSOLACAO DISTRITO,2022,1624211,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2012,1054223,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2011,968027,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2016,1014969,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2014,1029806,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2017,875068,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2010,1224386,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2022,735215,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2018,84723,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2021,741828,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2013,1573677,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2019,825594,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2020,789474,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,LIBERDADE DISTRITO,2015,1029391,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2022,174957,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2012,3084825,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2021,180194,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2014,3018465,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2019,184908,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2013,4908699,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2011,3301657,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2016,215471,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2010,25393,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2020,181753,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2018,19261,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2017,188565,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,REPUBLICA DISTRITO,2015,2973648,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2014,2267947,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2019,670673,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2021,620698,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2013,1986725,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2018,719565,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2016,977469,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2017,773786,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2011,2756549,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2020,643972,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2010,1180608,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2022,651639,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2015,220495,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SANTA CECILIA DISTRITO,2012,233598,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2015,6310804,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2011,6281068,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2016,59397,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2020,290831,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2019,296417,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2012,6036955,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2021,313457,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2018,349301,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2022,311401,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2014,610844,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2017,537166,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2013,7336678,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO BASICA OBRIGATORIA,SE DISTRITO,2010,789852,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2014,526805,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2018,534525,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2020,650735,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2022,52835,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2021,541132,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2017,558209,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2010,502279,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2015,485674,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2016,523671,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2019,639744,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2011,660766,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2012,694175,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2013,603056,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2008,439701,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2007,339983,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2009,1627293,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BELA VISTA DISTRITO,2006,274125,BELA VISTA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2009,1228388,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2017,49791,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2019,671319,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2013,49385,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2022,747605,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2010,393291,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2021,718557,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2007,415027,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2014,51711,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2008,481985,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2006,332526,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2011,579509,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2020,729196,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2018,621317,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2015,501176,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2012,516256,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,BOM RETIRO DISTRITO,2016,508687,BOM RETIRO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2011,292929,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2018,434318,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2014,321551,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2021,430761,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2009,109792,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2022,400222,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2010,126248,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2015,323308,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2019,422734,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2017,458416,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2006,13875,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2008,154496,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2012,260054,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2016,366265,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2013,235897,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2020,461414,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CAMBUCI DISTRITO,2007,110497,CAMBUCI
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2011,698718,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2016,590933,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2010,566795,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2009,550867,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2021,381058,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2006,59564,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2020,45198,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2007,652017,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2012,708058,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2008,684327,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2019,602364,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2015,645766,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2017,507733,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2018,583957,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2022,458453,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2014,610665,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,CONSOLACAO DISTRITO,2013,655617,CONSOLACAO
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2022,388542,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2007,240648,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2009,191824,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2015,283569,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2020,414769,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2019,398286,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2011,37537,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2006,213083,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2014,284118,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2016,305686,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2008,227025,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2013,344839,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2018,349337,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2012,382546,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2021,372821,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2017,265188,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,LIBERDADE DISTRITO,2010,293884,LIBERDADE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2015,5738,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2006,134,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2020,84356,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2014,0,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2010,16949,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2019,11645,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2018,9299,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2007,12531,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2012,18113,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2021,11606,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2011,1163957,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2013,1492,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2017,9932,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2008,17163,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2016,1648,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2009,1061578,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,REPUBLICA DISTRITO,2022,119038,REPUBLICA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2014,418784,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2021,588815,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2019,541915,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2016,477301,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2013,481901,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2018,483164,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2022,584381,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2008,46167,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2020,626861,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2012,602324,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2009,0,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2006,191554,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2010,490264,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2011,1041171,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2015,39226,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2017,4818,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SANTA CECILIA DISTRITO,2007,221618,SANTA CECILIA
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2007,13745,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2009,0,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2014,67297,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2020,175016,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2021,295244,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2008,125638,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2010,43384,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2016,5213,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2012,67433,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2015,48851,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2022,354362,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2011,1892112,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2013,70221,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2019,68986,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2006,14549,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2018,67825,SE
TAXA DE UNIVERSALIZACAO DA EDUCACAO INFANTIL SOMENTE CRECHE,SE DISTRITO,2017,89323,SE
TAXA DE UNIVERSALIZACAO DO ENSINO MEDIO,BELA VISTA DISTRITO,2013,9642,BELA VISTA
TAXA DE UNIVERSALIZACAO DO ENSINO MEDIO,BELA VISTA DISTRITO,2018,1172704,BELA VISTA
TAXA DE UNIVERSALIZACAO DO ENSINO MEDIO,BELA VISTA DISTRITO,2007,731861,BELA VISTA
TAXA DE UNIVERSALIZACAO DO ENSINO MEDIO,BELA VISTA DISTRITO,2006,790579,BELA VISTA
